,drugbank_id,name,cas,smiles,logP ALOGPS,logP ChemAxon,solubility ALOGPS,pKa (strongest acidic),pKa (strongest basic),F,carbonyl,sulfinyl,sulfonyl,nitroso,nitro
1903,DB02796,9-Deazainosine,89458-19-5,OC[C@@H]1O[C@H]([C@H](O)[C@H]1O)c1cnc2c1N=CNC2=O,-1.5,-2.8,8.10e+00 g/l,7.95,-1.5,0.0,1.0,0.0,0.0,0.0,0.0
1904,DB02797,3-Nitrophenylboronic Acid,13331-27-6,OB(O)C1=CC=CC(=C1)[N+]([O-])=O,0.52,1.59,1.40e+00 g/l,8.49,-5.5,0.0,0.0,0.0,0.0,0.0,1.0
1905,DB02798,Alpha-Methylene Adenosine Monophosphate,,C[P@@](O)(=O)OC[C@@H]1O[C@H]([C@H](O)[C@H]1O)N1C=NC2=C1N=CN=C2N,-2.9,-4.9,3.16e+00 g/l,1.41,4.99,0.0,0.0,0.0,0.0,0.0,0.0
1906,DB02799,N-[2-(1-Maleimidyl)Ethyl]-7-Diethylaminocoumarin-3-Carboxamide,,CCN(CC)C1=CC2=C(C=C1)C=C(C(=O)N\C=C/N1C(=O)CCC1=O)C(=O)O2,1.99,0.74,9.84e-02 g/l,13.66,4.16,0.0,4.0,0.0,0.0,0.0,0.0
1907,DB02800,5-Hydroxymethylene-6-Hydrofolic Acid,,NC1=NC(=O)C2=C(N1)N=C[C@@H](CNC1=CC=C(C=C1)C(=O)N[C@H](CCC(O)=O)C(O)=O)N2CO,-1.3,-4.0,2.08e-01 g/l,3.38,5.22,0.0,4.0,0.0,0.0,0.0,0.0
1908,DB02801,"2,3 -Anhydro-Quinic Acid",,O[C@H]1C[C@](O)(C=C[C@@H]1O)C(O)=O,-1.7,-1.6,3.03e+02 g/l,3.49,-3.2,0.0,1.0,0.0,0.0,0.0,0.0
1909,DB02802,5-Aminocarbonyl-3-Nitrophenyl-Alpha-D-Galactopyranose,,NC(=O)C1=CC(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)=CC(=C1)[N+]([O-])=O,-1.3,-1.8,8.34e+00 g/l,12.14,-1.5,0.0,1.0,0.0,0.0,0.0,1.0
1910,DB02803,"3-Phenyl-1,2-Propandiol",,OC[C@@H](O)CC1=CC=CC=C1,0.74,0.86,2.71e+01 g/l,14.2,-2.9,0.0,0.0,0.0,0.0,0.0,0.0
1911,DB02804,A-98881,,COC1=CC(CN2[C@H](CC3=CC=CC=C3)[C@@H](O)CN(CC3=CC=CC=C3)N(CC3=CC=C(O)C(OC)=C3)C2=O)=CC=C1O,3.99,4.7,1.76e-02 g/l,9.63,2.9,0.0,1.0,0.0,0.0,0.0,0.0
1912,DB02805,"1-(3-O-Phosphono-Beta-L-Arabinofuranosyl)Pyrimidine-2,4(1h,3h)-Dione",,OC[C@@H]1O[C@H]([C@H](O)[C@H]1OP(O)(O)=O)N1C=CC(=O)NC1=O,-1.8,-2.5,1.29e+01 g/l,0.87,-3.0,0.0,2.0,0.0,0.0,0.0,0.0
1913,DB02806,2-Methoxyethanol,109-86-4,COCCO,-0.78,-0.57,8.12e+02 g/l,15.12,-2.7,0.0,0.0,0.0,0.0,0.0,0.0
1914,DB02807,D-2-Keto-3-Deoxygalactonate,,OC[C@H](O)[C@@H](O)C[C@H](O)C(O)=O,-2.5,-2.7,2.55e+02 g/l,3.57,-3.0,0.0,1.0,0.0,0.0,0.0,0.0
1915,DB02809,"Brodimoprim-4,6-Dicarboxylate",,COC1=CC(CC2=C[NH+]=C(N)N=C2N)=CC(OCCC[C@@H](CCC([O-])=O)C([O-])=O)=C1Br,0.94,0.82,8.03e-03 g/l,3.05,7.16,0.0,2.0,0.0,0.0,0.0,0.0
1916,DB02810,N-(2-Acetamido)Iminodiacetic Acid,26239-55-4,NC(=O)CN(CC(O)=O)CC(O)=O,-1.6,-3.9,4.91e+01 g/l,2.31,5.96,0.0,3.0,0.0,0.0,0.0,0.0
1917,DB02812,"(2s,4r)-1-Acetyl-N-[(1s)-4-[(Aminoiminomethyl)Amino]-1-(2-Benzothiazolylcarbonyl)Butyl]-4-Hydroxy-2-Pyrrolidinecarboxamide",,CC(=O)N1C[C@@H](O)C[C@H]1C(=O)N[C@H](CCCNC(N)=N)C(=O)C1=NC2=C(S1)C=CC=C2,0.1,-1.1,1.34e-01 g/l,12.37,11.72,0.0,3.0,0.0,0.0,0.0,0.0
1918,DB02813,"2-Acetamido-2-Deoxy-D-Glucono-1,5-Lactone",19026-22-3,CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)OC1=O,-2.0,-3.0,2.33e+02 g/l,11.6,-1.3,0.0,2.0,0.0,0.0,0.0,0.0
1919,DB02814,3'-Deazo-Thiamin Diphosphate,,CC1=C(CCO[P@](O)(=O)O[P@](O)([O-])=O)SC=[N+]1CC1=C(N)C=C(C)N=C1,-1.1,-5.7,1.38e-01 g/l,1.78,9.07,0.0,0.0,0.0,0.0,0.0,0.0
1920,DB02816,"7-(1-Methyl-1,2,3-Triazol-4-Yl)-6-Formyl-2,7-Dihydro-[1,4]Thiazepine-3-Carboxylic Acid, Brl42715, C6-(N1-Methyl-1,2,3-Triazolylmethylene)Penem",,CN1C=C(N=N1)[C@@H]1SC=C(NC=C1C=O)C(O)=O,-0.1,-0.8,1.99e+00 g/l,3.88,0.16,0.0,2.0,0.0,0.0,0.0,0.0
1921,DB02817,5-Exo-Hydroxycamphor,,[H][C@@]1(O)C[C@@]2(C)C(=O)C[C@]1([H])C2(C)C,1.12,1.24,1.24e+01 g/l,14.88,-2.9,0.0,1.0,0.0,0.0,0.0,0.0
1922,DB02818,Iodo-Willardiine,,N[C@@H](CN1C=C(I)C(=O)NC1=O)C(O)=O,-1.2,-3.0,6.50e+00 g/l,0.99,8.64,0.0,3.0,0.0,0.0,0.0,0.0
1923,DB02819,"Mono-[3,4-Dihydroxy-5-(5-Methyl-Benzoimidazol-1-Yl)-Tetrahydor-Furan-2-Ylmethyl] Ester",,CC1=CC=C2N(C=NC2=C1)[C@@H]1O[C@@H](COP(O)(O)=O)[C@H](O)[C@H]1O,-0.58,-1.9,1.82e+00 g/l,1.22,5.66,0.0,0.0,0.0,0.0,0.0,0.0
1924,DB02820,"1-Azepan-1-Yl-2-Phenyl-2-(4-Thioxo-1,4-Dihydro-Pyrazolo[3,4-D]Pyrimidin-5-Yl)Ethanone Adduct",,NC(=O)C1=CN(C=C[C@H]1N1C=C2C(=N1)N=CN([C@@H](C(=O)N1CCCCCC1)C1=CC=CC=C1)C2=S)[C@@H]1O[C@@H](CO[P@]([O-])(=O)O[P@@]([O-])(=O)OC[C@@H]2O[C@H]([C@H]([O-])[C@H]2[O-])N2C=NC3=C2N=CN=C3N)[C@H](O)[C@H]1O,1.24,-3.8,5.95e-01 g/l,-7.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0
1925,DB02821,Canaline,496-93-5,NOCC[C@@H](N)C(O)=O,-3.2,-3.7,3.08e+02 g/l,2.24,9.46,0.0,1.0,0.0,0.0,0.0,0.0
1926,DB02822,Para-Bromobenzyl Alcohol,873-75-6,OCC1=CC=C(Br)C=C1,2.01,1.97,3.01e+00 g/l,14.98,-2.8,0.0,0.0,0.0,0.0,0.0,0.0
1927,DB02824,N-Pyridoxyl-Glycine-5-Monophosphate,,CC1=NC=C(COP(O)(O)=O)C(CNCC(O)=O)=C1O,-2.3,-4.9,1.97e+00 g/l,0.99,9.79,0.0,1.0,0.0,0.0,0.0,0.0
1928,DB02827,"7-(1,1-Dioxo-1h-Benzo[D]Isothiazol-3-Yloxymethyl)-2-(Oxalyl-Amino)-4,7-Dihydro-5h-Thieno[2,3-C]Pyran-3-Carboxylic Acid",,[H][C@@]1(COC2=NS(=O)(=O)C3=C2C=CC=C3)OCCC2=C1SC(NC(=O)C(O)=O)=C2C(O)=O,0.81,2.29,2.26e-02 g/l,1.88,-0.33,0.0,3.0,0.0,1.0,0.0,0.0
1929,DB02828,5-Fluorolevulinic Acid,76385-49-4,OC(=O)CCC(=O)CF,-0.31,0.005,3.69e+01 g/l,4.08,-8.0,1.0,2.0,0.0,0.0,0.0,0.0
1930,DB02829,4-(Acetylamino)-3-[(Aminoacetyl)Amino]Benzoic Acid,,CC(=O)NC1=CC=C(C=C1NC(=O)C[NH3+])C(O)=O,-1.2,-3.1,2.29e-01 g/l,4.02,7.98,0.0,3.0,0.0,0.0,0.0,0.0
1931,DB02830,FR236913,,[H][C@](CO)(CCN1C=CC2=C1C=C(NC(=O)NCC1=CC=CC=C1)C=C2)N1C=NC(=C1)C(N)=O,1.96,1.72,6.16e-02 g/l,13.08,3.53,0.0,2.0,0.0,0.0,0.0,0.0
1932,DB02833,[4-(2-Amino-4-Methyl-Thiazol-5-Yl)-Pyrimidin-2-Yl]-(3-Nitro-Phenyl)-Amine,,CC1=C(SC(N)=N1)C1=NC(NC2=CC=CC(=C2)[N+]([O-])=O)=NC=C1,3.15,2.78,1.59e-02 g/l,12.01,4.07,0.0,0.0,0.0,0.0,0.0,1.0
1933,DB02834,IDD552,,OC(=O)COC1=CC(F)=CC=C1C(=O)NCC1=NC2=C(S1)C(F)=CC(F)=C2F,3.06,2.88,3.67e-03 g/l,3.39,0.54,4.0,2.0,0.0,0.0,0.0,0.0
1934,DB02835,"Alpha-D-Glucose 1,6-Bisphosphate",10139-18-1,O[C@@H]1[C@@H](O)[C@H](COP(O)(O)=O)O[C@H](O[P@@](O)([O-])=O)[C@H]1O,-1.7,-3.2,2.33e+01 g/l,0.89,-3.6,0.0,0.0,0.0,0.0,0.0,0.0
1935,DB02836,Guanosine 5'-Diphosphate 2':3'-Cyclic Monophosphate,,NC1=NC2=C(N=CN2[C@H]2O[C@H](CO[P@](O)(=O)OP(O)(O)=O)[C@@H]3O[P@](O)(=O)O[C@H]23)C(=O)N1,-0.68,-2.7,6.76e+00 g/l,1.68,1.18,0.0,1.0,0.0,0.0,0.0,0.0
1936,DB02837,O4-Sulfonylgalactose,,OC[C@@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@H]1OS(O)(=O)=O,-2.1,-4.7,1.07e+02 g/l,-2.0,-3.0,0.0,0.0,0.0,1.0,0.0,0.0
1937,DB02838,"3,4-Dihydro-2h-Pyrrolium-5-Carboxylate",,[O-]C(=O)C1=[NH+]CCC1,0.38,0.53,2.36e+01 g/l,3.93,1.72,0.0,1.0,0.0,0.0,0.0,0.0
1938,DB02839,"2,4-Dihydroxybenzoic Acid",89-86-1,OC(=O)C1=CC=C(O)C=C1O,1.23,1.67,1.24e+01 g/l,3.1,-5.8,0.0,1.0,0.0,0.0,0.0,0.0
1939,DB02840,"4-(1,3-Benzodioxol-5-Yl)-5-(5-Ethyl-2,4-Dihydroxyphenyl)-2h-Pyrazole-3-Carboxylic Acid",,CCC1=C(O)C=C(O)C(=C1)C1=NNC(C(O)=O)=C1C1=CC=C2OCOC2=C1,3.06,3.51,1.60e-01 g/l,3.47,0.28,0.0,1.0,0.0,0.0,0.0,0.0
1940,DB02841,[(2-Ethoxy-1-Naphthoyl)Amino]Methylboronic Acid,,CCOC1=C(C(=O)NCB(O)O)C2=C(C=CC=C2)C=C1,1.45,2.21,8.15e-02 g/l,14.35,-1.3,0.0,1.0,0.0,0.0,0.0,0.0
1941,DB02842,9-amino-n-[3-(dimethylamino)propyl]acridine-4-carboxamide,,CN(C)CCCNC(=O)C1=CC=CC2=C(N)C3=C(C=CC=C3)N=C12,2.37,1.83,7.76e-02 g/l,14.74,9.33,0.0,1.0,0.0,0.0,0.0,0.0
1942,DB02843,Alpha-D-Glucose-1-Phosphate,59-56-3,OC[C@H]1O[C@H](OP(O)(O)=O)[C@H](O)[C@@H](O)[C@@H]1O,-2.0,-3.1,3.23e+01 g/l,1.16,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
1943,DB02844,"S-Adenosyl-1,8-Diamino-3-Thiooctane",76426-40-9,NCCCCC\C(SC[C@@H]1O[C@H]([C@H](O)[C@H]1O)N1C=NC2=C1N=CN=C2N)=C/CN,-0.09,-1.0,6.74e-01 g/l,12.47,10.3,0.0,0.0,0.0,0.0,0.0,0.0
1944,DB02846,Thioproline,2756-91-4,OC(=O)[C@H]1CSCN1,-2.5,-2.7,8.40e+01 g/l,2.59,7.7,0.0,1.0,0.0,0.0,0.0,0.0
1945,DB02847,"(2s,3r)-1-Amino-2-Methylbutane-2,3-Diol",,C[C@H](O)[C@@](C)(O)CN,-0.93,-1.2,5.85e+02 g/l,13.61,9.27,0.0,0.0,0.0,0.0,0.0,0.0
1946,DB02848,"{4-[3-(6,7-Diethoxy-Quinazolin-4-Ylamino)-Phenyl]-Thiazol-2-Yl}-Methanol",,CCOC1=C(OCC)C=C2C(NC3=CC=CC(=C3)C3=CSC(CO)=N3)=NC=NC2=C1,4.37,3.86,3.12e-03 g/l,13.63,4.61,0.0,0.0,0.0,0.0,0.0,0.0
1947,DB02849,N-Pyridoxyl-1-Amino-Cyclopropanecarboxylic Acid-5-Monophosphate,,CC1=NC=C(COP(O)(O)=O)C(CNC2(CC2)C(O)=O)=C1O,-1.9,-4.2,2.09e+00 g/l,0.97,9.55,0.0,1.0,0.0,0.0,0.0,0.0
1948,DB02850,(1-Tert-Butyl-5-Hydroxy-1h-Pyrazol-4-Yl)-(6-Methanesulfonyl-4'-Methoxy-2-Methyl-Biphenyl-3-Yl)-Methanone,,COC1=CC=C(C=C1)C1=C(C)C(=CC=C1S(C)(O)O)C(=O)C1=C(O)N(N=C1)C(C)(C)C,4.06,4.21,4.36e-03 g/l,5.9,1.24,0.0,1.0,0.0,0.0,0.0,0.0
1949,DB02852,Domoic Acid,14277-97-5,C[C@@H](\C=C\C=C(/C)[C@H]1CN[C@@H]([C@H]1CC(O)=O)C(O)=O)C(O)=O,-0.23,-1.8,7.59e-01 g/l,1.68,11.59,0.0,3.0,0.0,0.0,0.0,0.0
1950,DB02853,D-Proline,344-25-2,OC(=O)[C@@H]1CCCN1,-2.7,-2.6,3.65e+02 g/l,1.94,11.33,0.0,1.0,0.0,0.0,0.0,0.0
1951,DB02854,Aetiocholanolone,53-42-9,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@]2([H])C[C@]([H])(O)CC[C@]12C,3.71,3.77,6.34e-03 g/l,18.3,-1.4,0.0,1.0,0.0,0.0,0.0,0.0
1952,DB02855,N-(3-Propylcarbamoyloxirane-2-Carbonyl)-Isoleucyl-Proline,134448-10-5,[H][C@](O)(CC(=O)N[C@]([H])(C(=O)N1CCC[C@@]1([H])C(O)=O)[C@@]([H])(C)CC)C(=O)NCCC,0.09,-0.29,8.23e+00 g/l,3.86,-2.3,0.0,4.0,0.0,0.0,0.0,0.0
1953,DB02857,Guanosine,118-00-3,NC1=NC2=C(N=CN2[C@@H]2O[C@@H](CO)[C@H](O)[C@H]2O)C(=O)N1,-2.1,-2.7,1.53e+01 g/l,10.16,1.79,0.0,1.0,0.0,0.0,0.0,0.0
1954,DB02858,3-(4-Benzenesulfonyl-Thiophene-2-Sulfonylamino)-Phenylboronic Acid,,OB(O)C1=CC(NS(=O)(=O)C2=CC(=CS2)S(=O)(=O)C2=CC=CC=C2)=CC=C1,1.93,2.62,1.40e-02 g/l,6.11,-5.4,0.0,0.0,0.0,2.0,0.0,0.0
1955,DB02859,Soraphen A,122547-72-2,CO[C@H]1[C@H](O)[C@@H](C)[C@H]2O[C@@]1(O)[C@H](C)C(=O)O[C@@H](CCCC[C@H](OC)[C@H](OC)\C=C\[C@@H]2C)C1=CC=CC=C1,3.67,4.49,9.16e-03 g/l,10.6,-3.4,0.0,1.0,0.0,0.0,0.0,0.0
1956,DB02860,Calyculin A,101932-71-2,COC[C@H](N(C)C)[C@H](O)[C@H](O)C(=O)NCC[C@H](C)C1=NC(=CO1)\C=C\C[C@@H]1O[C@@]2(O[C@H]([C@@H](OC)C[C@H](O)[C@@H](C)[C@H](O)[C@H](C)\C=C(/C)\C(\C)=C\C=C\C(\C)=C\C#N)[C@@H](OP(O)(O)=O)C2(C)C)C[C@H](O)[C@H]1C,3.65,1.77,2.49e-01 g/l,1.15,8.22,0.0,1.0,0.0,0.0,0.0,0.0
1957,DB02861,"4-(Aminosulfonyl)-N-[(3,4,5-Trifluorophenyl)Methyl]-Benzamide",,NS(=O)(=O)C1=CC=C(C=C1)C(=O)NCC1=CC(F)=C(F)C(F)=C1,2.24,1.81,1.18e-02 g/l,9.95,-1.3,3.0,1.0,0.0,1.0,0.0,0.0
1958,DB02862,Gluco-Phenylimidazole,,OC[C@@H]1[C@H](O)[C@@H](O)[C@H](O)C2=NC(=CN12)C1=CC=CC=C1,0.01,-0.43,9.89e+00 g/l,12.32,4.53,0.0,0.0,0.0,0.0,0.0,0.0
1959,DB02863,Alpha Chlorophyll A,,CCC1=C(C)C2=CC3=C(C=C)C(C)=C4C=C5[C@@H](C)[C@H](CCC(=O)OC\C=C(/C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C6=[N+]5[Mg]5(N34)N3C(=CC1=[N+]25)C(C)=C1C(=O)[C@@H](C(=O)OC)C6=C31,3.54,5.65,2.94e-05 g/l,4.19,-6.8,0.0,3.0,0.0,0.0,0.0,0.0
1960,DB02865,Glucosamine 4-Phosphate,,N[C@H]1[C@H](O)O[C@H](CO)[C@@H](OP(O)(O)=O)[C@@H]1O,-2.6,-4.2,3.86e+01 g/l,0.93,8.53,0.0,0.0,0.0,0.0,0.0,0.0
1961,DB02866,Dansylamide,,CN(C)C1=C2C=CC=C(C2=CC=C1)S(N)(=O)=O,1.92,1.68,2.12e-01 g/l,9.97,4.63,0.0,0.0,0.0,1.0,0.0,0.0
1962,DB02867,D-Mannose 1-Phosphate,,OC[C@H]1OC(OP(O)(O)=O)[C@@H](O)[C@@H](O)[C@@H]1O,-2.0,-3.1,3.23e+01 g/l,1.16,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
1963,DB02869,3-amino-5-phenylpentane,,[H][C@](N)(CCC1=CC=CC=C1)CCS(=O)(=O)C1=CC=CC=C1,2.26,2.75,3.02e-03 g/l,19.73,9.46,0.0,0.0,0.0,1.0,0.0,0.0
1964,DB02872,"Cis-[4,5-Bis-(4-Bromophenyl)-2-(2-Ethoxy-4-Methoxyphenyl)-4,5-Dihydroimidazol-1-Yl]-[4-(2-Hydroxyethyl)Piperazin-1-Yl]Methanone",,CCOC1=CC(OC)=CC=C1C1=N[C@@H]([C@H](N1C(=O)N1CCN(CCO)CC1)C1=CC=C(Br)C=C1)C1=CC=C(Br)C=C1,5.06,5.52,5.47e-03 g/l,15.59,6.77,0.0,1.0,0.0,0.0,0.0,0.0
1965,DB02873,"1-(2,6-Dichlorophenyl)-5-(2,4-Difluorophenyl)-7-Piperazin-1-Yl-3,4-Dihydroquinazolin-2(1h)-One",,FC1=CC=C(C(F)=C1)C1=C2CNC(=O)N(C2=CC(=C1)N1CCNCC1)C1=C(Cl)C=CC=C1Cl,3.93,5.09,5.92e-03 g/l,15.38,8.86,2.0,1.0,0.0,0.0,0.0,0.0
1966,DB02875,CRA_1802,,NC(=[NH2+])C1=CC=C2NC(=NC2=C1)C1=CC(F)=CC=C1[O-],0.47,1.64,4.02e-02 g/l,8.4,10.58,1.0,0.0,0.0,0.0,0.0,0.0
1967,DB02876,"3-(4-Carbamoyl-1-Carboxy-2-Methylsulfonyl-Buta-1,3-Dienylamino)-Indolizine-2-Carboxylic Acid",,NC(=O)\C=C\C(\C[S](=O)=O)=C(\NC1=C(C=O)C=C2C=CC=CN12)C(O)=O,0.47,-0.51,9.06e-03 g/l,3.74,1.52,0.0,3.0,0.0,0.0,0.0,0.0
1968,DB02878,3-(2-Aminoethyl)-4-(Aminomethyl)Heptanedioic Acid,,NCC[C@@H](CC(O)=O)[C@@H](CN)CCC(O)=O,-4.0,-5.6,3.23e+00 g/l,3.92,10.51,0.0,2.0,0.0,0.0,0.0,0.0
1969,DB02879,"2,3-Di-O-Sulfo-Alpha-D-Glucopyranose",,OC[C@@H]1O[C@H](O)[C@@H](OS(O)(=O)=O)[C@@H](OS(O)(=O)=O)[C@H]1O,-2.5,-6.8,1.03e+01 g/l,-2.6,-3.0,0.0,0.0,0.0,2.0,0.0,0.0
1970,DB02880,N-[1-(4-Bromophenyl)Ethyl]-5-Fluoro Salicylamide,,C[C@H](NC(=O)C1=CC(F)=CC=C1O)C1=CC=C(Br)C=C1,4.56,4.45,1.06e-02 g/l,7.93,-1.6,1.0,1.0,0.0,0.0,0.0,0.0
1971,DB02881,4-(4-Hydroxy-3-Isopropylphenylthio)-2-Isopropylphenol,,CC(C)C1=CC(SC2=CC=C(O)C(=C2)C(C)C)=CC=C1O,5.43,6.04,5.73e-03 g/l,9.46,-5.7,0.0,0.0,0.0,0.0,0.0,0.0
1972,DB02883,"2',3'-Dideoxycytidine-5'-Monophosphate",,NC1=NC(=O)N(C=C1)[C@H]1CC[C@@H](COP(O)(O)=O)O1,-1.7,-2.0,1.12e+01 g/l,1.34,0.011,0.0,1.0,0.0,0.0,0.0,0.0
1973,DB02884,Beta-Cyclohexyl-Alanine,,N[C@@H](CC1CCCCC1)C(O)=O,-0.51,-0.72,2.52e+00 g/l,2.73,9.52,0.0,1.0,0.0,0.0,0.0,0.0
1974,DB02887,"2',3'-Dehydro-2',3'-Deoxy-Thymidine 5'-Triphosphate",,CC1=CN([C@@H]2O[C@H](CO[P@@](O)(=O)O[P@](O)(=O)OP(O)(O)=O)C=C2)C(=O)NC1=O,0.39,-1.2,5.45e+00 g/l,0.9,-4.2,0.0,2.0,0.0,0.0,0.0,0.0
1975,DB02889,"4-O-(4,6-Dideoxy-4-{[4,5,6-Trihydroxy-3-(Hydroxymethyl)Cyclohex-2-En-1-Yl]Amino}-Beta-D-Lyxo-Hexopyranosyl)-Alpha-D-Erythro-Hexopyranose",,C[C@H]1O[C@@H](O[C@@H]2[C@H](CO)O[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1N[C@@H]1C=C(CO)[C@@H](O)[C@H](O)[C@@H]1O,-2.7,-5.8,1.59e+02 g/l,11.26,7.03,0.0,0.0,0.0,0.0,0.0,0.0
1976,DB02890,6-Hydroxyuridine-5'-Phosphate,,O[C@@H]1[C@@H](O)[C@@H](O[C@H]1COP(O)(O)=O)N1C(=O)NC(=O)C=C1O,-2.0,-2.4,1.04e+01 g/l,1.23,-3.7,0.0,2.0,0.0,0.0,0.0,0.0
1977,DB02892,L-2-Amino-6-Methylene-Pimelic Acid,,N[C@@H](CCCC(=C)C(O)=O)C(O)=O,-2.9,-1.9,2.20e+01 g/l,2.16,9.53,0.0,2.0,0.0,0.0,0.0,0.0
1978,DB02893,D-Methionine,348-67-4,CSCC[C@@H](N)C(O)=O,-1.9,-2.2,2.39e+01 g/l,2.53,9.5,0.0,1.0,0.0,0.0,0.0,0.0
1979,DB02894,"Sulfamic Acid 2,3-O-(1-Methylethylidene)-4,5-O-Sulfonyl-Beta-Fructopyranose Ester",,CC1(C)O[C@H]2[C@H]3OS(=O)(=O)O[C@H]3CO[C@@]2(COS(N)(=O)=O)O1,-0.51,-0.62,1.01e+01 g/l,11.09,-4.0,0.0,0.0,0.0,2.0,0.0,0.0
1980,DB02895,3-(Prop-2-Ene-1-Sulfinyl)-Propene-1-Thiol,,S\C=C\C[S@](=O)CC=C,2.02,0.21,5.26e+00 g/l,8.36,-6.6,0.0,0.0,2.0,0.0,0.0,0.0
1981,DB02896,Methylthioinosine,342-69-8,CSC1=NC=NC2=C1N=CN2[C@@H]1O[C@@H](CO)[C@H](O)[C@H]1O,-0.4,-0.63,8.21e+00 g/l,12.45,4.5,0.0,0.0,0.0,0.0,0.0,0.0
1982,DB02897,Acetylphosphate,,CC(=O)OP(O)(O)=O,-0.92,-0.88,1.78e+01 g/l,1.24,-7.4,0.0,1.0,0.0,0.0,0.0,0.0
1983,DB02898,5-{[(2-Amino-9h-Purin-6-Yl)Oxy]Methyl}-2-Pyrrolidinone,,Nc1nc(OC[C@H]2CCC(=O)N2)c2ncnc2n1,-0.29,-0.52,6.68e-01 g/l,13.41,0.44,0.0,1.0,0.0,0.0,0.0,0.0
1984,DB02900,Alpha-D-Mannose-6-Phosphate,,O[C@H]1O[C@@H](COP(O)(O)=O)[C@H](O)[C@@H](O)[C@@H]1O,-2.1,-3.1,3.14e+01 g/l,1.22,-3.6,0.0,0.0,0.0,0.0,0.0,0.0
1985,DB02901,Dihydrotestosterone,521-18-6,CC12CCC3C(CCC4CC(=O)CCC34C)C1CCC2O,3.37,3.41,9.98e-03 g/l,19.38,-0.88,0.0,1.0,0.0,0.0,0.0,0.0
1986,DB02902,3'-Phosphate-Adenosine-5'-Phosphate Sulfate,,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@@H](CO[P@](O)(=O)OS(O)(=O)=O)[C@H](OP(O)(O)=O)[C@H]1O,-0.65,-7.1,5.05e+00 g/l,-2.1,4.94,0.0,0.0,0.0,1.0,0.0,0.0
1987,DB02903,BV3,,NC(COC(=O)NCCNC1=C(NCCCN2CCN(CCCNC(=O)C3=CC(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)=CC(=C3)[N+]([O-])=O)CC2)C(=O)C1=O)COC(=O)NCCNC1=C(NCCCN2CCN(CCCNC(=O)C3=CC(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)=CC(=C3)[N+]([O-])=O)CC2)C(=O)C1=O,-0.34,-6.5,3.74e-01 g/l,12.01,8.63,0.0,8.0,0.0,0.0,0.0,2.0
1988,DB02904,Beta-3-Serine,,NC[C@H](CO)C(O)=O,-3.4,-3.9,4.65e+02 g/l,3.75,9.95,0.0,1.0,0.0,0.0,0.0,0.0
1989,DB02905,"Phosphoric Acid Mono-[3,4-Dihydroxy-5-(5-Hydroxy-Benzoimidazol-1-Yl)Tetrahydro-Furan-2-Ylmethyl] Ester",,O[C@H]1[C@H](COP(O)(O)=O)O[C@H]([C@@H]1O)N1C=NC2=C1C=NC(O)=N2,-1.9,-3.0,3.39e+00 g/l,1.2,2.54,0.0,0.0,0.0,0.0,0.0,0.0
1990,DB02906,"(2s,4s)-Alpha-Campholinic Acid",,[H][C@@]1(C)C(=O)C[C@@]([H])(CC(O)O)C1(C)C,0.76,0.88,3.99e+01 g/l,12.55,-3.7,0.0,1.0,0.0,0.0,0.0,0.0
1991,DB02907,2-Amino-Vinyl-Phosphate,,N\C=C\OP(O)(O)=O,-1.5,-2.4,1.88e+01 g/l,1.4,5.25,0.0,0.0,0.0,0.0,0.0,0.0
1992,DB02909,5-(2-Chlorophenyl)Furan-2-Carboxylic Acid,,OC(=O)C1=CC=C(O1)C1=CC=CC=C1Cl,3.5,2.86,6.40e-02 g/l,3.13,-4.7,0.0,1.0,0.0,0.0,0.0,0.0
1993,DB02910,Octanoyl-Coenzyme A,,CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](O)C(C)(C)CO[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]1O[C@H]([C@H](O)[C@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N,0.45,-4.1,3.47e+00 g/l,0.83,4.95,0.0,3.0,0.0,0.0,0.0,0.0
1994,DB02911,"2,4-Diamino-6-Phenyl-5,6,7,8,-Tetrahydropteridine",,[H][C@]1(CNC2=C(N1)C(N)=NC(N)=N2)C1=CC=CC=C1,0.56,0.82,3.11e-01 g/l,19.3,6.98,0.0,0.0,0.0,0.0,0.0,0.0
