enalapril	"Enalapril, after hydrolysis to enalaprilat, inhibits angiotensin-converting enzyme (ACE) in human subjects and animals. ACE is a peptidyl dipeptidase that catalyzes the conversion of angiotensin I to the vasoconstrictor substance, angiotensin II. Angiotensin II also stimulates aldosterone secretion by the adrenal cortex. Inhibition of ACE results in decreased plasma angiotensin II, which leads to decreased vasopressor activity and to decreased aldosterone secretion."
chlorothiazide	"A thiazide diuretic with actions and uses similar to those of HYDROCHLOROTHIAZIDE. (From Martindale, The Extra Pharmacopoeia, 30th ed, p812)"
secobarbital	"A barbiturate that is used as a sedative. Secobarbital is reported to have no anti-anxiety activity."
torsemide	"A pyridine and sulfonamide derivative that acts as a sodium-potassium chloride symporter inhibitor (loop diuretic). It is used for the treatment of EDEMA associated with CONGESTIVE HEART FAILURE; CHRONIC RENAL INSUFFICIENCY; and LIVER DISEASES. It is also used for the management of HYPERTENSION."
bepotastine	An ether that is (S)-(4-chlorophenyl)(pyridin-2-yl)methanol in which the hydroxyl hydrogen is substituted by a 1-(3-carboxypropyl)piperidin-4-yl group. A topical, selective and non-sedating histamine (H1) receptor antagonist used (as its benzenesulfonate salt) for treatment of itching associated with allergic conjunctivitis.
levonorgestrel	"A synthetic progestational hormone with actions similar to those of PROGESTERONE and about twice as potent as its racemic or (+-)-isomer (NORGESTREL). It is used for contraception, control of menstrual disorders, and treatment of endometriosis."
vinorelbine	"A vinca alkaloid related to VINBLASTINE that is used as a first-line treatment for NON-SMALL CELL LUNG CANCER, or for advanced or metastatic BREAST CANCER refractory to treatment with ANTHRACYCLINES."
sofosbuvir	"A uridine monophosphate analog inhibitor of HEPATITIS C VIRUS (HCV) polymerase NS5B that is used as an ANTIVIRAL AGENT in the treatment of CHRONIC HEPATITIS C."
tofogliflozin	"inhibits sodium-glucose cotransporter 2"
ibalizumab	"Ibalizumab-uiyk, a recombinant humanized monoclonal antibody, blocks HIV-1 from infecting CD4+ T cells by binding to domain 2 of CD4 and interfering with post-attachment steps required for the entry of HIV-1 virus particles into host cells and preventing the viral transmission that occurs via cell-cell fusion"
dronedarone	"Dronedarone has antiarrhythmic properties belonging to all four Vaughan-Williams classes, but the contribution of each of these activities to the clinical effect is unknown."
clozapine	"A tricylic dibenzodiazepine, classified as an atypical antipsychotic agent. It binds several types of central nervous system receptors, and displays a unique pharmacological profile. Clozapine is a serotonin antagonist, with strong binding to 5-HT 2A/2C receptor subtype. It also displays strong affinity to several dopaminergic receptors, but shows only weak antagonism at the dopamine D2 receptor, a receptor commonly thought to modulate neuroleptic activity. Agranulocytosis is a major adverse effect associated with administration of this agent."
ivosidenib	"Ivosidenib is a small molecule inhibitor that targets the mutant isocitrate dehydrogenase 1 (IDH1) enzyme. Susceptible IDH1 mutations are defined as those leading to increased levels of 2-hydroxyglutarate(2-HG) in the leukemia cells and where efficacy is predicted by 1) clinically meaningful remissions with the recommended dose of ivosidenib and/or 2) inhibition of mutant IDH1 enzymatic activity at concentrations of ivosidenib sustainable at the recommended dosage according to validated methods. The most common of such mutations are R132H and R132C substitutions."
sevoflurane	"A non-explosive inhalation anesthetic used in the induction and maintenance of general anesthesia. It does not cause respiratory irritation and may also prevent PLATELET AGGREGATION."
limaprost	"Limaprost exerts potent effects on vasodilation, increase of blood flow and inhibition of platelet aggregation, and thereby has proven clinical effects on various ischemic symptoms such as ulcer, pain and feeling of coldness associated with thromboangiitis obliterans."
"nitric oxide"	"A free radical gas produced endogenously by a variety of mammalian cells, synthesized from ARGININE by NITRIC OXIDE SYNTHASE. Nitric oxide is one of the ENDOTHELIUM-DEPENDENT RELAXING FACTORS released by the vascular endothelium and mediates VASODILATION. It also inhibits platelet aggregation, induces disaggregation of aggregated platelets, and inhibits platelet adhesion to the vascular endothelium. Nitric oxide activates cytosolic GUANYLATE CYCLASE and thus elevates intracellular levels of CYCLIC GMP."
octreotide	"A potent, long-acting synthetic SOMATOSTATIN octapeptide analog that inhibits secretion of GROWTH HORMONE and is used to treat hormone-secreting tumors; DIABETES MELLITUS; HYPOTENSION, ORTHOSTATIC; HYPERINSULINISM; hypergastrinemia; and small bowel fistula."
"meclofenamic acid"	"A non-steroidal anti-inflammatory agent with antipyretic and antigranulation activities. It also inhibits prostaglandin biosynthesis."
"loteprednol etabonate"	"An androstadiene derivative corticosteroid that is used as an ANTI-ALLERGIC AGENT for the treatment of inflammatory and allergic eye conditions."
balsalazide	"a mesalamine 5-aminosalicylate prodrug; 99% of ingested drug remains intact through the stomach and is delivered to and activated in the colon; used for inflammatory bowel disease, ulcerative colitis and radiation-induced proctosigmoiditis but avoided in patients with known hypersensitivity reaction to salicylates or mesalamine"
flutamide	"Flutamide is an acetanilid, nonsteroidal, orally active antiandrogen. It exerts its antiandrogenic action by inhibiting androgen uptake and/or by inhibiting nuclear binding of androgen in target tissues or both."
diltiazem	"A benzothiazepine derivative with vasodilating action due to its antagonism of the actions of CALCIUM ion on membrane functions."
cefazolin	"A semisynthetic cephalosporin analog with broad-spectrum antibiotic action due to inhibition of bacterial cell wall synthesis. It attains high serum levels and is excreted quickly via the urine."
metamizole	"A drug that has analgesic, anti-inflammatory, and antipyretic properties. It is the sodium sulfonate of AMINOPYRINE."
riluzole	"The etiology and pathogenesis of amyotrophic lateral sclerosis (ALS) are not known, although a number of hypotheses have been advanced. One hypothesis is that motor neurons, made vulnerable through either genetic predisposition or environmental factors, are injured by glutamate. In some cases of familial ALS the enzyme superoxide dismutase has been found to be defective. The mode of action of riluzole is unknown. Its pharmacological properties include the following, some of which may be related to its effect: 1) an inhibitory effect on glutamate release, 2) inactivation of voltage-dependent sodium channels, and 3) ability to interfere with intracellular events that follow transmitter binding at excitatory amino acid receptors. Riluzole has also been shown, in a single study, to delay median time to death in a transgenic mouse model of ALS. These mice express human superoxide dismutase bearing one of the mutations found in one of the familial forms of human ALS. It is also neuroprotective in various in vivo experimental models of neuronal injury involving excitotoxic mechanisms. In in vitro tests, riluzole protected cultured rat motor neurons from the excitotoxic effects of glutamic acid and prevented the death of cortical neurons induced by anoxia. Due to its blockade of glutamatergic neurotransmission, riluzole also exhibits myorelaxant, sedative, and anticonvulsant properties."
"eslicarbazepine acetate"	"Eslicarbazepine acetate is extensively converted to eslicarbazepine, which is considered to be responsible for therapeutic effects in humans. The precise mechanism(s) by which eslicarbazepine exerts anticonvulsant activity is unknown but is thought to involve inhibition of voltage-gated sodium channels."
simeprevir	"Oral HCV-PROTEASE INHIBITOR effective against hepatitis C virus (HCV) serine protease NS3/4A. It is used in the treatment of chronic hepatitis C (Antivirals) genotype 1 infection in adults with compensated liver disease, including CIRRHOSIS."
diphenoxylate	"A MEPERIDINE congener used as an antidiarrheal, usually in combination with ATROPINE. At high doses, it acts like morphine. Its unesterified metabolite difenoxin has similar properties and is used similarly. It has little or no analgesic activity."
oxycodone	"A semisynthetic derivative of CODEINE."
pertuzumab	"a humanized HER-2 monoclonal antibody; prevents ERBB2 receptor protein from binding (dimerizing) to other receptors in the HER family"
"peginterferon alfa-2b"	"A covalent conjugate of recombinant interferon alpha, subtype 2b, and polyethylene glycol (PEG), used as an antiviral and antineoplastic agent. The biological activity of this agent is derived from its interferon alpha-2b protein moiety. Interferons alfa bind to specific cell-surface receptors, leading to the transcription and translation of genes whose protein products mediate antiviral, antiproliferative, anticancer, and immune-modulating effects. The PEG moiety lowers the clearance of interferon alpha-2b, thereby extending the duration of its therapeutic effects, but may also reduce the interferon-mediated stimulation of an immune response"
mirtazapine	"A piperazinoazepine tetracyclic compound that enhances the release of NOREPINEPHRINE and SEROTONIN through blockage of presynaptic ALPHA-2 ADRENERGIC RECEPTORS. It also blocks both 5-HT2 and 5-HT3 serotonin receptors and is a potent HISTAMINE H1 RECEPTOR antagonist. It is used for the treatment of depression, and may also be useful for the treatment of anxiety disorders."
goserelin	"A synthetic long-acting agonist of GONADOTROPIN-RELEASING HORMONE. Goserelin is used in treatments of malignant NEOPLASMS of the prostate, uterine fibromas, and metastatic breast cancer."
zopiclone	"S(+)-enantiomer of racemic zopiclone; azabicyclo(4.3.0)nonane; a nonbenzodiazepine; one of the so-called of Z drugs (zopiclone, eszopiclone, zolpidem, and zaleplon) for which there is some correlation with tumors; was term of zopiclone 2004-2007"
methscopolamine	"A muscarinic antagonist used to study binding characteristics of muscarinic cholinergic receptors."
itraconazole	"A triazole antifungal agent that inhibits cytochrome P-450-dependent enzymes required for ERGOSTEROL synthesis."
enoxacin	"A broad-spectrum 6-fluoronaphthyridinone antibacterial agent that is structurally related to NALIDIXIC ACID."
codeine	"An opioid analgesic related to MORPHINE but with less potent analgesic properties and mild sedative effects. It also acts centrally to suppress cough."
"mometasone furoate"	"A pregnadienediol derivative ANTI-ALLERGIC AGENT and ANTI-INFLAMMATORY AGENT that is used in the management of ASTHMA and ALLERGIC RHINITIS. It is also used as a topical treatment for skin disorders."
ketoconazole	"Broad spectrum antifungal agent used for long periods at high doses, especially in immunosuppressed patients."
acetylcholine	"A neurotransmitter found at neuromuscular junctions, autonomic ganglia, parasympathetic effector junctions, a subset of sympathetic effector junctions, and at many sites in the central nervous system."
thiabendazole	"2-Substituted benzimidazole first introduced in 1962. It is active against a variety of nematodes and is the drug of choice for STRONGYLOIDIASIS. It has CENTRAL NERVOUS SYSTEM side effects and hepatototoxic potential. (From Smith and Reynard, Textbook of Pharmacology, 1992, p919)"
trifarotene	"AKLIEF Cream for topical administration contains 0.005% (50 mcg/g) trifarotene. Trifarotene is a terphenyl acid derivative and is a retinoid. Trifarotene is an agonist of retinoic acid receptors (RAR), with particular activity at the gamma subtype of RAR. Stimulation of RAR results in modulation of target genes which are associated with various processes, including cell differentiation and mediation of inflammation. The exact process by which trifarotene ameliorates acne is unknown."
"peginterferon alfa-2a"	"interferon alfa‑2a attached to polyethylene glycol"
penbutolol	"A nonselective beta-blocker used as an antihypertensive and an antianginal agent."
rivastigmine	"A carbamate-derived reversible CHOLINESTERASE INHIBITOR that is selective for the CENTRAL NERVOUS SYSTEM and is used for the treatment of DEMENTIA in ALZHEIMER DISEASE and PARKINSON DISEASE."
famotidine	"A competitive histamine H2-receptor antagonist. Its main pharmacodynamic effect is the inhibition of gastric secretion."
propofol	"An intravenous anesthetic agent which has the advantage of a very rapid onset after infusion or bolus injection plus a very short recovery period of a couple of minutes. (From Smith and Reynard, Textbook of Pharmacology, 1992, 1st ed, p206). Propofol has been used as ANTICONVULSANTS and ANTIEMETICS."
evolocumab	"Evolocumab is a human monoclonal IgG2 directed against human proprotein convertase subtilisin kexin 9 (PCSK9). Evolocumab binds to PCSK9 and inhibits circulating PCSK9 from binding to the low density lipoprotein (LDL) receptor (LDLR), preventing PCSK9-mediated LDLR degradation and permitting LDLR to recycle back to the liver cell surface. By inhibiting the binding of PCSK9 to LDLR, evolocumab increases the number of LDLRs available to clear LDL from the blood, thereby lowering LDL-C levels."
tretinoin	"An important regulator of GENE EXPRESSION during growth and development, and in NEOPLASMS. Tretinoin, also known as retinoic acid and derived from maternal VITAMIN A, is essential for normal GROWTH; and EMBRYONIC DEVELOPMENT. An excess of tretinoin can be teratogenic. It is used in the treatment of PSORIASIS; ACNE VULGARIS; and several other SKIN DISEASES. It has also been approved for use in promyelocytic leukemia (LEUKEMIA, PROMYELOCYTIC, ACUTE)."
chlordiazepoxide	"An anxiolytic benzodiazepine derivative with anticonvulsant, sedative, and amnesic properties. It has also been used in the symptomatic treatment of alcohol withdrawal."
alfacalcidol	A member of the class of D3 vitamins that is calciol in which the hydrogen at the 1alpha position is replaced by a hydroxy group. It is an active metabolite of cholecalciferol, which performs important functions in regulation of the calcium balance and the bone metabolism.
valbenazine	"The mechanism of action of valbenazine in the treatment of tardive dyskinesia is unknown, but is thought to be mediated through the reversible inhibition of vesicular monoamine transporter 2 (VMAT2), a transporter that regulates monoamine uptake from the cytoplasm to the synaptic vesicle for storage and release."
cidofovir	"An acyclic nucleoside phosphonate that acts as a competitive inhibitor of viral DNA polymerases. It is used in the treatment of RETINITIS caused by CYTOMEGALOVIRUS INFECTIONS and may also be useful for treating HERPESVIRUS INFECTIONS."
rabeprazole	"A 4-(3-methoxypropoxy)-3-methylpyridinyl derivative of timoprazole that is used in the therapy of STOMACH ULCERS and ZOLLINGER-ELLISON SYNDROME. The drug inhibits H(+)-K(+)-EXCHANGING ATPASE which is found in GASTRIC PARIETAL CELLS."
trandolapril	"The effect of trandolapril in hypertension appears to result primarily from the inhibition of circulating and tissue ACE activity thereby reducing angiotensin II formation, decreasing vasoconstriction, decreasing aldosterone secretion, and increasing plasma renin. Decreased aldosterone secretion leads to diuresis, natriuresis, and a small increase of serum potassium. Trandolapril is deesterified to the diacid metabolite, trandolaprilat, which is approximately eight times more active as an inhibitor of ACE activity."
mestanolone	"non-virilizing androgenic steroid; RN given refers to (5alpha,17beta)-isomer; structure"
"glyceryl trinitrate"	"A volatile vasodilator which relieves ANGINA PECTORIS by stimulating GUANYLATE CYCLASE and lowering cytosolic calcium. It is also sometimes used for TOCOLYSIS and explosives."
"etoposide phosphate"	"Etoposide phosphate is a prodrug that is converted to its active moiety, etoposide, by dephosphorylation. Etoposide causes the induction of DNA strand breaks by an interaction with DNA-topoisomerase II or the formation of free radicals, leading to cell cycle arrest, primarily at the G2 stage of the cell cycle, and cell death."
salbutamol	"A short-acting beta-2 adrenergic agonist that is primarily used as a bronchodilator agent to treat ASTHMA. Albuterol is prepared as a racemic mixture of R(-) and S(+) stereoisomers. The stereospecific preparation of R(-) isomer of albuterol is referred to as levalbuterol."
etravirine	"HIV-1 reverse transriptase inhibitor; an anti-HIV agent"
baclofen	"A GAMMA-AMINOBUTYRIC ACID derivative that is a specific agonist of GABA-B RECEPTORS. It is used in the treatment of MUSCLE SPASTICITY, especially that due to SPINAL CORD INJURIES. Its therapeutic effects result from actions at spinal and supraspinal sites, generally the reduction of excitatory transmission."
"ibandronic acid"	"Aminobisphosphonate that is a potent inhibitor of BONE RESORPTION. It is used in the treatment of HYPERCALCEMIA associated with malignancy, for the prevention of fracture and bone complications in patients with breast cancer and bone metastases, and for the treatment and prevention of POSTMENOPAUSAL OSTEOPOROSIS."
ethionamide	"A second-line antitubercular agent that inhibits mycolic acid synthesis."
olsalazine	"cpd with 2 salicylate molecules linked together by an azo bond"
bretylium	"An agent that blocks the release of adrenergic transmitters and may have other actions. It was formerly used as an antihypertensive agent, but is now proposed as an anti-arrhythmic."
valdecoxib	"a COX-2 inhibitor"
hydrochlorothiazide	"A thiazide diuretic often considered the prototypical member of this class. It reduces the reabsorption of electrolytes from the renal tubules. This results in increased excretion of water and electrolytes, including sodium, potassium, chloride, and magnesium. It is used in the treatment of several disorders including edema, hypertension, diabetes insipidus, and hypoparathyroidism."
phenibut	"phenyl deriv of GABA; RN given refers to cpd without isomeric designation; structure"
ixabepilone	"Ixabepilone is a semi-synthetic analog of epothilone B. Ixabepilone binds directly to beta-tubulin subunits on microtubules, leading to suppression of microtubule dynamics. Ixabepilone suppresses the dynamic instability of alphaBeta-II and alphaBeta-III microtubules. Ixabepilone possesses low in vitro susceptibility to multiple tumor resistance mechanisms including efflux transporters, such as MRP-1 and P-glycoprotein (P-gp). Ixabepilone blocks cells in the mitotic phase of the cell division cycle, leading to cell death."
olopatadine	"An antihistamine with mast-cell stabilizing properties used as eye drops in the treatment of ALLERGIC CONJUNCTIVITIS."
clotrimazole	"An imidazole derivative with a broad spectrum of antimycotic activity. It inhibits biosynthesis of the sterol ergostol, an important component of fungal CELL MEMBRANES. Its action leads to increased membrane permeability and apparent disruption of enzyme systems bound to the membrane."
elbasvir	"inhibits NS5A protein of hepatitis C virus"
naproxen	"An anti-inflammatory agent with analgesic and antipyretic properties. Both the acid and its sodium salt are used in the treatment of rheumatoid arthritis and other rheumatic or musculoskeletal disorders, dysmenorrhea, and acute gout."
salmeterol	"Salmeterol is a selective long acting beta2-adrenoceptor agonist. In vitro studies show salmeterol to be at least 50 times more selective for beta2-adrenoceptors than albuterol. Although beta2-adrenoceptors are the predominant adrenergic receptors in bronchial smooth muscle and beta1-adrenoceptors are the predominant receptors in the heart, there are also beta2-adrenoceptors in the human heart comprising 10% to 50% of the total beta-adrenoceptors. The precise function of these receptors has not been established, but their presence raises the possibility that even selective beta2-agonists may have cardiac effects. The pharmacologic effects of beta2-adrenoceptor agonist drugs, including salmeterol, are at least in part attributable to stimulation of intracellular adenyl cyclase, the enzyme that catalyzes the conversion of adenosine triphosphate (ATP) to cyclic-3',5'-adenosine monophosphate (cyclic AMP). Increased cyclic AMP levels cause relaxation of bronchial smooth muscle and inhibition of release of mediators of immediate hypersensitivity from cells, especially from mast cells. In vitro tests show that salmeterol is a potent and long-lasting inhibitor of the release of mast cell mediators, such as histamine, leukotrienes, and prostaglandin D2, from human lung. Salmeterol inhibits histamine-induced plasma protein extravasation and inhibits platelet-activating factor-induced eosinophil accumulation in the lungs of guinea pigs when administered by the inhaled route. In humans, single doses of salmeterol administered via inhalation aerosol attenuate allergen-induced bronchial hyper-responsiveness."
"tiaprofenic acid"	An aromatic ketone that is thiophene substituted at C-2 by benzoyl and at C-4 by a 1-carboxyethyl group.
abarelix	A polypeptide compound composed of ten natural and non-natural amino acid resiudes in a linear sequence.
betrixaban	"Betrixaban is an oral FXa inhibitor that selectively blocks the active site of FXa and does not require a cofactor (such as Anti-thrombin III) for activity. Betrixaban inhibits free FXa and prothrombinase activity. By directly inhibiting FXa, betrixaban decreases thrombin generation. Betrixaban has no direct effect on platelet aggregation."
histrelin	"gonadotropin releasing hormone agonist"
elobixibat	"Elobixibat is an IBAT inhibitor approved in Japan for the treatment of chronic constipation. IBAT is the bile acid/sodium symporter responsible for the reuptake of bile acids in the ileum which is the initial step in the enterohepatic circulation. By inhibiting the uptake of bile acids, elobixibat increases the bile acid concentration in the gut, and this accelerates intestinal passage and softens the stool."
benzocaine	"A surface anesthetic that acts by preventing transmission of impulses along NERVE FIBERS and at NERVE ENDINGS."
dimethyltubocurarinium	"from Chinese herb Cyclea hainanensis Mrr"
calcifediol	"The major circulating metabolite of VITAMIN D3. It is produced in the LIVER and is the best indicator of the body's vitamin D stores. It is effective in the treatment of RICKETS and OSTEOMALACIA, both in azotemic and non-azotemic patients. Calcifediol also has mineralizing properties."
propyphenazone	A pyrazolone derivative that is antipyrine substituted at C-4 by an isopropyl group.
saxagliptin	"inhibits Dipeptidyl Peptidase-4"
clorazepate	"A water-soluble benzodiazepine derivative effective in the treatment of anxiety. It has also muscle relaxant and anticonvulsant actions."
dyclonine	"minor descriptor (66-83); on-line & Index Medicus search PROPIOPHENONES (66-83); RN given refers to parent cpd; structure"
volanesorsen	"Volanesorsen is an antisense oligonucleotide designed to inhibit the formation of apoC-III, a protein that is recognised to regulate both triglyceride metabolism and hepatic clearance of chylomicrons and other triglyceride-rich lipoproteins. The selective binding of volanesorsen to the apoC-III messenger ribonucleic acid (mRNA) within the 3′ untranslated region at base position 489-508 causes the degradation of the mRNA. This binding prevents translation of the protein apoC-III, thus removing an inhibitor of triglyceride clearance and enabling metabolism through an LPL-independent pathway"
aripiprazole	"A piperazine and quinolone derivative that is used primarily as an antipsychotic agent. It is a partial agonist of SEROTONIN RECEPTOR, 5-HT1A and DOPAMINE D2 RECEPTORS, where it also functions as a post-synaptic antagonist, and an antagonist of SEROTONIN RECEPTOR, 5-HT2A. It is used for the treatment of SCHIZOPHRENIA and BIPOLAR DISORDER, and as an adjunct therapy for the treatment of depression."
"fluocinolone acetonide"	"A glucocorticoid derivative used topically in the treatment of various skin disorders. It is usually employed as a cream, gel, lotion, or ointment. It has also been used topically in the treatment of inflammatory eye, ear, and nose disorders. (From Martindale, The Extra Pharmacopoeia, 30th ed, p732)"
lamivudine	"A reverse transcriptase inhibitor and ZALCITABINE analog in which a sulfur atom replaces the 3' carbon of the pentose ring. It is used to treat HIV disease."
anisindione	"a synthetic anticoagulant it exercises its therapeutic action by reducing the prothrombin activity of the blood by inhibiting the vitamin K–mediated gamma-carboxylation of precursor proteins"
fluorouracil	"A pyrimidine analog that is an antineoplastic antimetabolite. It interferes with DNA synthesis by blocking the THYMIDYLATE SYNTHETASE conversion of deoxyuridylic acid to thymidylic acid."
anagliptin	"anagliptin hydrochloride salt is the active compound"
sulfalene	"Long-acting plasma-bound sulfonamide used for respiratory and urinary tract infections and also for malaria."
"adefovir dipivoxil"	"inhibitor of African swine fever virus"
etelcalcetide	"Etelcalcetide is a synthetic peptide calcimimetic agent which reduces parathyroid hormone (PTH) secretion through binding and activation of the calcium-sensing receptor. The reduction in PTH is associated with a concomitant decrease in serum calcium and phosphate levels."
valganciclovir	"Valganciclovir is an L-valyl ester (prodrug) of ganciclovir that exists as a mixture of two diastereomers. After oral administration, both diastereomers are rapidly converted to ganciclovir by intestinal and hepatic esterases. Ganciclovir is a synthetic analogue of 2'-deoxyguanosine, which inhibits replication of human CMV in cell culture and in vivo."
nintedanib	A member of the class of oxindoles that is a kinase inhibitor used (in the form of its ethylsulfonate salt) for the treatment of idiopathic pulmonary fibrosis and cancer.
"abiraterone acetate"	"Abiraterone acetate is converted in vivo to abiraterone, an androgen biosynthesis inhibitor, that inhibits 17 alpha-hydroxylase/C17,20-lyase (CYP17). This enzyme is expressed in testicular, adrenal, and prostatic tumor tissues and is required for androgen biosynthesis. CYP17 catalyzes two sequential reactions: 1) the conversion of pregnenolone and progesterone to their 17alpha-hydroxy derivatives by 17alpha-hydroxylase activity and 2) the subsequent formation of dehydroepiandrosterone (DHEA) and androstenedione, respectively, by C17,20 lyase activity. DHEA and androstenedione are androgens and are precursors of testosterone. Inhibition of CYP17 by abiraterone can also result in increased mineralocorticoid production by the adrenals. Androgen sensitive prostatic carcinoma responds to treatment that decreases androgen levels. Androgen deprivation therapies, such as treatment with GnRH agonists or orchiectomy, decrease androgen production in the testes but do not affect androgen production by the adrenals or in the tumor. Abiraterone acetate decreased serum testosterone and other androgens in patients in the placebo-controlled clinical trial. It is not necessary to monitor the effect of abiraterone acetate on serum testosterone levels."
famciclovir	"An aminopurine derivative and prodrug of penciclovir which is a competitive inhibitor of herpes simplex 2 DNA polymerase. It is used to treat HERPES SIMPLEX VIRUS INFECTION."
topiramate	"The precise mechanisms by which topiramate exerts its anticonvulsant and migraine prophylaxis effects are unknown; however, preclinical studies have revealed four properties that may contribute to topiramate's efficacy for epilepsy and migraine prophylaxis. Electrophysiological and biochemical evidence suggests that topiramate, at pharmacologically relevant concentrations, blocks voltage-dependent sodium channels, augments the activity of the neurotransmitter gamma-aminobutyrate at some subtypes of the GABA-A receptor, antagonizes the AMPA/kainate subtype of the glutamate receptor, and inhibits the carbonic anhydrase enzyme, particularly isozymes II and IV."
sufentanil	"An opioid analgesic that is used as an adjunct in anesthesia, in balanced anesthesia, and as a primary anesthetic agent."
trimethadione	"An anticonvulsant effective in absence seizures, but generally reserved for refractory cases because of its toxicity. (From AMA Drug Evaluations Annual, 1994, p378)"
pimobendan	"produces arterial & venous dilatation in dogs; structure given in first source"
ethchlorvynol	"A sedative and hypnotic that has been used in the short-term management of INSOMNIA. Its use has been superseded by other drugs."
raloxifene	"A second generation selective estrogen receptor modulator (SERM) used to prevent osteoporosis in postmenopausal women. It has estrogen agonist effects on bone and cholesterol metabolism but behaves as a complete estrogen antagonist on mammary gland and uterine tissue."
lorazepam	"A benzodiazepine used as an anti-anxiety agent with few side effects. It also has hypnotic, anticonvulsant, and considerable sedative properties and has been proposed as a preanesthetic agent."
brivaracetam	"Brivaracetam displays a high and selective affinity for synaptic vesicle protein 2A (SV2A) in the brain, which may contribute to the anticonvulsant effect."
ephedrine	"A phenethylamine found in EPHEDRA SINICA. PSEUDOEPHEDRINE is an isomer. It is an alpha- and beta-adrenergic agonist that may also enhance release of norepinephrine. It has been used for asthma, heart failure, rhinitis, and urinary incontinence, and for its central nervous system stimulatory effects in the treatment of narcolepsy and depression. It has become less extensively used with the advent of more selective agonists."
levomenthol	"A monoterpene cyclohexanol produced from mint oils."
thiamazole	"A thioureylene antithyroid agent that inhibits the formation of thyroid hormones by interfering with the incorporation of iodine into tyrosyl residues of thyroglobulin. This is done by interfering with the oxidation of iodide ion and iodotyrosyl groups through inhibition of the peroxidase enzyme."
betaxolol	"A cardioselective beta-1-adrenergic antagonist with no partial agonist activity."
ciprofibrate	"Ciprofibrate is a new derivative of phenoxyisobutyric acid which has a marked hypolipidaemic action. It reduces both LDL and VLDL and hence the levels of triglyceride and cholesterol associated with these lipoprotein fractions. It also increases levels of HDL cholesterol."
bupropion	"A propiophenone-derived antidepressant and antismoking agent that inhibits the uptake of DOPAMINE."
roxadustat	"Roxadustat is a first-in-class orally administered inhibitor of hypoxia-inducible factor (HIF) prolylhydroxylase that corrects anemia by activating a response that occurs naturally when the body responds to reduced oxygen levels in the blood. The response activated by roxadustat involves the regulation of multiple, complementary processes to promote erythropoiesis and increase the blood’s oxygen-carrying capacity."
phenoxymethylpenicillin	"A broad-spectrum penicillin antibiotic used orally in the treatment of mild to moderate infections by susceptible gram-positive organisms."
amrinone	"A positive inotropic cardiotonic (CARDIOTONIC AGENTS) with vasodilator properties, phosphodiesterase 3 inhibitory activity, and the ability to stimulate calcium ion influx into the cardiac cell."
cefepime	"A fourth-generation cephalosporin antibacterial agent that is used in the treatment of infections, including those of the abdomen, urinary tract, respiratory tract, and skin. It is effective against PSEUDOMONAS AERUGINOSA and may also be used in the empiric treatment of FEBRILE NEUTROPENIA."
betazole	"A histamine H2 agonist used clinically to test gastric secretory function."
"trastuzumab deruxtecan"	"Fam-trastuzumab deruxtecan-nxki is a HER2-directed antibody-drug conjugate. The antibody is a humanized anti-HER2 IgG1. The small molecule, DXd, is a topoisomerase I inhibitor attached to the antibody by a cleavable linker. Following binding to HER2 on tumor cells, fam-trastuzumab deruxtecan-nxki undergoes internalization and intracellular linker cleavage by lysosomal enzymes. Upon release, the membrane-permeable DXd causes DNA damage and apoptotic cell death."
"ulobetasol propionate"	"used in ointment to treat psoriasis; Ulobetasol cream contains 0.05% 6-fluoroclobetasol 17-propionate"
escitalopram	A 1-[3-(dimethylamino)propyl]-1-(4-fluorophenyl)-1,3-dihydro-2-benzofuran-5-carbonitrile that has S-configuration at the chiral centre. It is the active enantiomer of citalopram.
acenocoumarol	"A coumarin that is used as an anticoagulant. Its actions and uses are similar to those of WARFARIN. (From Martindale, The Extra Pharmacopoeia, 30th ed, p233)"
mitotane	"A derivative of the insecticide DICHLORODIPHENYLDICHLOROETHANE that specifically inhibits cells of the adrenal cortex and their production of hormones. It is used to treat adrenocortical tumors and causes CNS damage, but no bone marrow depression."
cefapirin	"Cephalosporin antibiotic, partly plasma-bound, that is effective against gram-negative and gram-positive organisms."
asunaprevir	"an NS3 protease inhibitor against hepatitis C virus"
naldemedine	"Naldemedine is an opioid antagonist with binding affinities for mu-, delta-, and kappa-opioid receptors. Naldemedine functions as a peripherally-acting mu-opioid receptor antagonist in tissues such as the gastrointestinal tract, thereby decreasing the constipating effects of opioids."
almotriptan	An indole compound having a 2-(dimethylamino)ethyl group at the 3-position and a (pyrrolidin-1-ylsulfonyl)methyl group at the 5-position.
sulfadimidine	"A sulfanilamide anti-infective agent. It has a spectrum of antimicrobial action similar to other sulfonamides."
palonosetron	"an antiemetic and antinauseant agent, it is a serotonin subtype 3 (5-HT3) receptor antagonist with a strong binding affinity for this receptor and little or no affinity for other receptors"
doxepin	"A dibenzoxepin tricyclic compound. It displays a range of pharmacological actions including maintaining adrenergic innervation. Its mechanism of action is not fully understood, but it appears to block reuptake of monoaminergic neurotransmitters into presynaptic terminals. It also possesses anticholinergic activity and modulates antagonism of histamine H(1)- and H(2)-receptors."
"salicylic acid"	"A compound obtained from the bark of the white willow and wintergreen leaves. It has bacteriostatic, fungicidal, and keratolytic actions."
tranilast	"antiallergic drug; potent inhibitor of homologous passive cutaneous anaphylaxis; structure"
